2021-02-02 10:31:34:	warmed up the filament remotely this morning
2021-02-02 10:31:39:	about to turn it on for low mag cook
2021-02-02 10:31:43:	sectino 685
2021-02-02 10:31:56:	clicked ON
2021-02-02 10:32:00:	aperture is open
2021-02-02 10:32:44:	initial bright current: 62.9
2021-02-02 14:31:43:	593
2021-02-02 14:31:47:	595
2021-02-02 14:31:51:	598
2021-02-02 14:31:55:	608
2021-02-02 14:31:58:	603
2021-02-02 14:32:06:	595
2021-02-02 14:32:45:	592
2021-02-02 14:32:56:	593
2021-02-02 14:33:10:	checking tem2
2021-02-02 14:33:57:	598
2021-02-02 14:33:59:	597
2021-02-02 14:34:12:	594
2021-02-02 14:34:51:	592
2021-02-02 14:35:31:	594
2021-02-02 14:36:44:	593
2021-02-02 14:37:31:	594
2021-02-02 14:37:35:	597
2021-02-02 14:37:41:	595
2021-02-02 14:38:09:	594
2021-02-02 14:38:15:	593
2021-02-02 14:38:40:	597
2021-02-02 14:38:44:	595
2021-02-02 14:39:19:	596
2021-02-02 14:39:54:	598
2021-02-02 14:39:59:	595
2021-02-02 14:40:13:	599
2021-02-02 14:40:19:	598
2021-02-02 14:40:24:	594
2021-02-02 14:40:28:	593
2021-02-02 14:40:32:	592
2021-02-02 14:40:34:	591
2021-02-02 14:40:38:	593
2021-02-02 14:40:46:	595
2021-02-02 14:40:50:	594
2021-02-02 14:42:13:	601
2021-02-02 14:42:17:	596
2021-02-02 14:42:21:	595
2021-02-02 14:42:25:	594
2021-02-02 14:43:10:	596
2021-02-02 14:44:01:	594
2021-02-02 14:44:04:	597
2021-02-02 14:44:35:	595
2021-02-02 14:45:34:	597
2021-02-02 14:46:29:	604
2021-02-02 14:46:33:	599
2021-02-02 14:46:36:	598
2021-02-02 14:46:42:	597
2021-02-02 14:47:01:	596
2021-02-02 14:47:12:	597
2021-02-02 14:47:21:	598
2021-02-02 14:47:25:	595
2021-02-02 14:47:30:	597
2021-02-02 14:47:34:	596
2021-02-02 14:48:29:	595
2021-02-02 14:48:36:	596
2021-02-02 14:48:46:	595
2021-02-02 14:49:05:	597
2021-02-02 14:49:18:	596
2021-02-02 14:49:22:	597
2021-02-02 14:50:04:	593
2021-02-02 14:50:10:	594
2021-02-02 14:50:19:	597
2021-02-02 14:50:23:	592
2021-02-02 14:50:29:	593
2021-02-02 14:50:33:	596
2021-02-02 14:50:37:	603
2021-02-02 14:50:41:	598
2021-02-02 14:50:53:	594
2021-02-02 14:50:56:	597
2021-02-02 14:51:03:	598
2021-02-02 14:51:19:	594
2021-02-02 14:51:52:	598
2021-02-02 14:51:59:	596
2021-02-02 14:52:43:	598
2021-02-02 14:52:53:	604
2021-02-02 14:52:56:	611
2021-02-02 14:53:06:	597
2021-02-02 14:54:22:	601
2021-02-02 14:54:25:	597
2021-02-02 14:54:31:	need to eat
